"Species","fos","ter","aqu","arb","diet_leaves","diet_flowers","diet_seed","diet_fruit","diet_inv","diet_vert","diurnal","nocturnal","crepuscular","wet_warm","wet_cold","dry_warm","dry_cold","bodymass_value","age_at_maturity_min_y","age_at_maturity_max_y","body_size_mm","size_at_maturity_min_mm","size_at_maturity_max_mm","longevity_max_y","litter_size_min_n","litter_size_max_n","reproductive_output_y","offspring_size_min_mm","offspring_size_max_mm","dir","lar","viv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_nect","diet_planto","diet_5cat","forstrat_watbelowsurf","forstrat_wataroundsurf","forstrat_ground","forstrat_understory","forstrat_midhigh","forstrat_canopy","forstrat_aerial","pelagicspecialist"
"ITIS:774571",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:776257",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,38.7,NA,NA,NA,6,16,1,4.2,4.2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773974",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,3.9,NA,NA,63.8,NA,NA,NA,30,33,1,1.9,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1098901",NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,113.4,NA,NA,120,NA,NA,NA,50,5515,NA,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663015",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,70,NA,NA,NA,200,230,1,2.6,2.6,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662782",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,2308,2308,1,1.08,2.09,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1098616",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,39.9,NA,NA,NA,398,701,1,1.1,1.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:550339",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,31,NA,NA,25,NA,NA,NA,2,14,1,1.55,5.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773717",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,120,NA,NA,190,NA,NA,NA,491,9000,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773985",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,102.1,NA,NA,NA,345,1241,NA,1.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774507",NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,711,7953,1,0.98,1.55,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774276",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,43,70,1,0.92,1.9,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663298",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,50,129,1,1.7,2.4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:550319",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9,NA,NA,NA,57,114,1,2.5,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773445",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1.1,NA,NA,40,NA,NA,NA,20,40,1,2.7,2.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663322",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2,NA,NA,NA,28,53,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663818",1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,27,119,1,3,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774222",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,51.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1103930",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663009",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662767",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207902",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,58.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663308",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663292",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:550335",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,6,6,NA,1.4,1.4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207244",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,9,65,1,0.9,2.3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1098414",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,44.3,NA,NA,NA,64,72,NA,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773458",NA,1,NA,NA,1,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,19,NA,NA,25.5,NA,NA,NA,8,30,1,3.7,4.3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774345",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663296",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,48.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663328",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774297",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA,NA,NA,128,252,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774245",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663332",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,20,20,NA,1.6,1.6,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:664617",1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,18,32,1,2.2,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:773707",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,210,NA,NA,250,NA,NA,15.1,217,3000,1,1.8,1.8,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774323",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,0.7,NA,NA,23.8,NA,NA,NA,100,551,1,1.2,1.2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:664552",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,43.8,NA,NA,NA,336,695,1,1.5,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774704",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,7.3,NA,NA,39,NA,NA,NA,1424,2590,1,0.7,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207841",1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,8.8,NA,NA,56.4,NA,NA,NA,2300,3765,1,1.2,1.6,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774553",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,57.5,NA,NA,3,217,217,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662779",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,17.6,NA,NA,55.3,NA,NA,NA,491,4877,1,1,1.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662815",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:662778",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,0.7,NA,NA,25.2,NA,NA,NA,185,421,1,0.74,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207826",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,7.5,NA,NA,40,NA,NA,NA,985,2821,1,0.8,1.2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207731",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,50,NA,NA,46,NA,NA,NA,50,248,1,2,2.3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207773",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,8.1,NA,NA,54,NA,NA,NA,1708,2953,1,1,1.2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1098541",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,22.5,NA,NA,82,NA,NA,NA,217,3096,1,1,1.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
